green_initiative,employees,man_exp,foreign,fin_obst,,green_strategy,energy_tax,sector
Not Green,6,10,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,6,22,Domestic,Moderate obstcale,,No,No,Garments
Not Green,11,1,Domestic,Moderate obstcale,,No,No,Garments
Not Green,15,25,Domestic,Minor obstcale,,No,No,Garments
Not Green,9,1,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,9,6,Domestic,Moderate obstcale,,No,No,Garments
Not Green,8,16,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,7,14,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,15,15,Domestic,Moderate obstcale,,No,No,Garments
Not Green,5,15,Domestic,No obstcale,,No,No,Garments
Not Green,5,38,Domestic,Severe obstcale,,No,No,Garments
Not Green,5,15,Domestic,Moderate obstcale,,No,No,Garments
Not Green,10,10,Domestic,Moderate obstcale,,No,No,Garments
Not Green,10,10,Domestic,Moderate obstcale,,No,No,Garments
Not Green,7,5,Domestic,Severe obstcale,,No,No,Garments
Not Green,15,12,Domestic,No obstcale,,No,No,Garments
Not Green,15,17,Domestic,Moderate obstcale,,No,No,Garments
Not Green,5,23,Domestic,Minor obstcale,,No,No,Garments
Not Green,5,4,Domestic,No obstcale,,No,No,Garments
Not Green,18,1,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,18,5,Domestic,No obstcale,,No,No,Garments
Not Green,5,1,Domestic,Minor obstcale,,No,No,Garments
Not Green,13,2,Domestic,Minor obstcale,,No,No,Garments
Not Green,6,20,Domestic,Moderate obstcale,,No,No,Garments
Not Green,7,15,Domestic,Moderate obstcale,,No,No,Garments
Not Green,7,3,Domestic,Moderate obstcale,,No,Yes,Garments
Not Green,12,8,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,5,12,Domestic,No obstcale,,No,No,Garments
Not Green,9,10,Domestic,No obstcale,,No,No,Garments
Not Green,5,5,Domestic,Major obstcale,,No,No,Garments
Not Green,5,9,Domestic,Moderate obstcale,,No,No,Garments
Not Green,9,18,Domestic,Moderate obstcale,,No,No,Garments
Not Green,11,15,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,5,21,Domestic,Moderate obstcale,,No,No,Garments
Not Green,14,9,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,10,18,Domestic,Moderate obstcale,,No,No,Garments
Not Green,14,8,Domestic,Moderate obstcale,,No,No,Garments
Not Green,8,5,Domestic,No obstcale,,No,No,Manufacturing
Not Green,7,15,Domestic,Moderate obstcale,,No,No,Garments
Not Green,11,9,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,11,17,Domestic,Moderate obstcale,,No,No,Garments
Not Green,8,6,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,15,20,Domestic,Moderate obstcale,,No,No,Garments
Not Green,15,10,Domestic,No obstcale,,No,No,Food
Not Green,7,14,Domestic,No obstcale,,No,No,Garments
Not Green,137,12,Domestic,No obstcale,,No,No,Manufacturing
Not Green,14,8,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,11,8,Domestic,Moderate obstcale,,No,No,Garments
Not Green,12,4,Domestic,Minor obstcale,,No,No,Garments
Not Green,6,10,Domestic,No obstcale,,No,No,Manufacturing
Not Green,12,10,Domestic,Moderate obstcale,,No,No,Garments
Not Green,16,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,10,19,Domestic,Moderate obstcale,,No,No,Garments
Not Green,6,1,Domestic,Moderate obstcale,,No,Yes,Garments
Not Green,8,6,Domestic,Moderate obstcale,,No,No,Food
Not Green,8,7,Domestic,No obstcale,,No,No,Garments
Not Green,7,5,Domestic,Minor obstcale,,No,No,Garments
Not Green,6,10,Domestic,Minor obstcale,,No,No,Garments
Not Green,8,7,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,11,16,Domestic,Moderate obstcale,,No,No,Garments
Not Green,9,6,Domestic,Major obstcale,,No,No,Garments
Not Green,6,20,Domestic,Moderate obstcale,,No,No,Garments
Not Green,12,6,Domestic,Severe obstcale,,No,No,Food
Not Green,7,7,Domestic,No obstcale,,No,No,Garments
Not Green,8,20,Domestic,No obstcale,,No,No,Garments
Not Green,12,15,Domestic,No obstcale,,No,No,Manufacturing
Not Green,15,3,Domestic,No obstcale,,No,No,Garments
Not Green,9,3,Domestic,Minor obstcale,,No,No,Garments
Not Green,5,5,Domestic,Moderate obstcale,,No,No,Garments
Not Green,16,12,Domestic,No obstcale,,No,No,Manufacturing
Not Green,11,5,Domestic,Minor obstcale,,No,No,Garments
Not Green,11,1,Domestic,Moderate obstcale,,No,Yes,Garments
Not Green,15,10,Domestic,Moderate obstcale,,No,No,Garments
Not Green,15,7,Domestic,No obstcale,,No,No,Garments
Not Green,16,25,Domestic,Moderate obstcale,,No,No,Garments
Not Green,16,4,Domestic,No obstcale,,No,Yes,Garments
Not Green,17,10,Domestic,No obstcale,,No,No,Manufacturing
Not Green,54,12,Domestic,Severe obstcale,,No,No,Food
Not Green,13,13,Domestic,No obstcale,,No,No,Food
Not Green,11,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,10,8,Domestic,Minor obstcale,,No,No,Garments
Not Green,9,42,Domestic,Severe obstcale,,No,No,Garments
Not Green,16,25,Domestic,No obstcale,,No,No,Garments
Not Green,11,5,Domestic,No obstcale,,No,No,Manufacturing
Not Green,17,15,Domestic,No obstcale,,No,No,Garments
Not Green,104,22,Domestic,No obstcale,,No,No,Food
Not Green,11,17,Domestic,No obstcale,,No,No,Manufacturing
Not Green,7,12,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,30,10,Domestic,Minor obstcale,,No,No,Garments
Not Green,12,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,12,7,Domestic,Minor obstcale,,No,No,Garments
Not Green,10,17,Domestic,Moderate obstcale,,No,No,Garments
Not Green,13,16,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,5,5,Domestic,No obstcale,,No,No,Manufacturing
Not Green,18,4,Domestic,No obstcale,,No,No,Manufacturing
Not Green,10,3,Domestic,No obstcale,,No,No,Garments
Not Green,6,15,Domestic,No obstcale,,No,No,Manufacturing
Not Green,17,16,Domestic,No obstcale,,No,No,Services
Not Green,13,16,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,137,12,Domestic,No obstcale,,No,No,Manufacturing
Not Green,6,15,Domestic,Moderate obstcale,,No,No,Garments
Not Green,10,15,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,18,8,Domestic,No obstcale,,No,Yes,Manufacturing
Not Green,10,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,7,8,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,12,4,Domestic,No obstcale,,No,No,Garments
Not Green,12,15,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,19,16,Domestic,No obstcale,,No,No,Manufacturing
Not Green,6,25,Domestic,No obstcale,,No,No,Garments
Not Green,17,8,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,15,3,Domestic,No obstcale,,No,No,Manufacturing
Not Green,7,5,Domestic,No obstcale,,No,No,Manufacturing
Not Green,7,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,6,30,Domestic,Minor obstcale,,No,No,Garments
Not Green,12,8,Domestic,No obstcale,,No,No,Manufacturing
Not Green,11,7,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,6,14,Domestic,Moderate obstcale,,No,No,Garments
Not Green,9,8,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,9,23,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,5,11,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,12,12,Domestic,No obstcale,,No,No,Garments
Not Green,25,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,22,6,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,60,15,Foreign,No obstcale,,No,No,Manufacturing
Not Green,27,11,Domestic,No obstcale,,No,No,Garments
Not Green,87,25,Domestic,Minor obstcale,,No,No,Garments
Not Green,50,15,Domestic,No obstcale,,No,No,Food
Not Green,35,26,Domestic,No obstcale,,No,No,Manufacturing
Not Green,13,30,Domestic,Severe obstcale,,No,No,Garments
Not Green,28,24,Domestic,Moderate obstcale,,No,No,Food
Not Green,55,25,Domestic,No obstcale,,No,No,Garments
Not Green,29,3,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,26,13,Domestic,No obstcale,,No,No,Manufacturing
Not Green,23,14,Domestic,No obstcale,,No,No,Manufacturing
Not Green,35,14,Domestic,No obstcale,,No,No,Manufacturing
Not Green,65,8,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,30,9,Domestic,No obstcale,,No,No,Garments
Not Green,20,3,Domestic,Major obstcale,,No,No,Garments
Not Green,120,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,21,3,Domestic,No obstcale,,No,No,Manufacturing
Not Green,51,6,Domestic,No obstcale,,No,No,Manufacturing
Not Green,25,5,Domestic,Moderate obstcale,,No,No,Food
Not Green,24,5,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,21,10,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,32,12,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,60,15,Domestic,Moderate obstcale,,No,No,Garments
Not Green,65,2,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,24,12,Domestic,Moderate obstcale,,No,No,Food
Not Green,25,5,Domestic,No obstcale,,No,No,Food
Not Green,6,16,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,82,17,Domestic,Major obstcale,,No,No,Food
Not Green,21,10,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,45,23,Domestic,Major obstcale,,No,No,Food
Not Green,26,20,Domestic,Moderate obstcale,,No,No,Garments
Not Green,48,19,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,27,2,Domestic,No obstcale,,No,No,Manufacturing
Not Green,62,16,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,27,14,Domestic,No obstcale,,No,No,Food
Not Green,15,35,Domestic,Minor obstcale,,No,No,Garments
Not Green,32,5,Domestic,No obstcale,,No,No,Manufacturing
Not Green,156,11,Domestic,Minor obstcale,,No,No,Food
Not Green,51,10,Domestic,No obstcale,,No,No,Manufacturing
Not Green,38,10,Domestic,Minor obstcale,,No,No,Food
Not Green,25,6,Domestic,No obstcale,,No,No,Manufacturing
Not Green,27,20,Domestic,Major obstcale,,No,No,Food
Not Green,52,26,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,23,18,Domestic,No obstcale,,No,No,Manufacturing
Not Green,32,8,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,25,17,Domestic,Minor obstcale,,No,No,Food
Not Green,90,16,Domestic,No obstcale,,No,No,Manufacturing
Not Green,23,21,Domestic,No obstcale,,No,No,Manufacturing
Not Green,42,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,56,20,Domestic,No obstcale,,No,No,Food
Not Green,26,20,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,35,13,Domestic,No obstcale,,No,No,Manufacturing
Not Green,47,23,Domestic,Major obstcale,,No,No,Food
Not Green,27,4,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,58,8,Foreign,Moderate obstcale,,No,No,Food
Not Green,23,8,Domestic,No obstcale,,No,No,Manufacturing
Not Green,27,10,Domestic,No obstcale,,No,No,Manufacturing
Not Green,23,1,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,45,14,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,46,14,Domestic,No obstcale,,No,No,Manufacturing
Not Green,85,13,Foreign,No obstcale,,No,No,Manufacturing
Not Green,28,10,Domestic,No obstcale,,No,No,Manufacturing
Not Green,87,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,65,5,Domestic,Moderate obstcale,,No,No,Food
Not Green,35,10,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,41,10,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,43,15,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,32,26,Domestic,No obstcale,,No,No,Manufacturing
Not Green,90,14,Domestic,No obstcale,,No,Yes,Food
Not Green,25,15,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,38,12,Domestic,No obstcale,,No,No,Manufacturing
Not Green,38,9,Domestic,No obstcale,,No,No,Manufacturing
Not Green,14,5,Domestic,Minor obstcale,,No,No,Food
Not Green,100,10,Domestic,Moderate obstcale,,No,No,Food
Not Green,97,20,Foreign,No obstcale,,No,No,Manufacturing
Not Green,108,17,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,150,10,Domestic,No obstcale,,No,No,Manufacturing
Not Green,125,23,Domestic,No obstcale,,No,No,Manufacturing
Not Green,107,8,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,101,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,20,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,142,7,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,100,30,Domestic,Minor obstcale,,No,No,Food
Not Green,240,30,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,107,8,Domestic,No obstcale,,No,No,Manufacturing
Not Green,103,7,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,112,20,Domestic,Moderate obstcale,,No,No,Food
Not Green,32,5,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,120,15,Domestic,No obstcale,,No,No,Manufacturing
Not Green,108,7,Domestic,Minor obstcale,,No,No,Food
Not Green,139,10,Domestic,No obstcale,,No,No,Manufacturing
Not Green,85,10,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,250,12,Domestic,No obstcale,,No,No,Food
Not Green,102,12,Domestic,No obstcale,,No,No,Manufacturing
Not Green,141,15,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,123,15,Domestic,No obstcale,,No,No,Manufacturing
Not Green,120,17,Domestic,Moderate obstcale,,No,No,Food
Not Green,182,21,Domestic,No obstcale,,No,No,Manufacturing
Not Green,220,16,Domestic,No obstcale,,No,No,Food
Not Green,240,15,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,107,8,Domestic,No obstcale,,No,No,Manufacturing
Not Green,149,7,Domestic,No obstcale,,No,No,Manufacturing
Not Green,109,14,Domestic,No obstcale,,No,No,Manufacturing
Not Green,111,17,Domestic,No obstcale,,No,No,Food
Not Green,111,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,123,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,109,14,Domestic,Minor obstcale,,No,No,Food
Not Green,206,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,103,13,Domestic,No obstcale,,No,No,Manufacturing
Not Green,248,10,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,132,12,Domestic,No obstcale,,No,No,Manufacturing
Not Green,113,15,Domestic,No obstcale,,No,No,Manufacturing
Not Green,106,22,Domestic,Major obstcale,,No,No,Garments
Not Green,103,5,Domestic,No obstcale,,No,No,Food
Not Green,100,15,Domestic,No obstcale,,No,No,Manufacturing
Not Green,8,45,Domestic,No obstcale,,No,No,Manufacturing
Not Green,105,2,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,139,22,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,106,15,Domestic,No obstcale,,No,No,Manufacturing
Not Green,107,8,Domestic,No obstcale,,No,No,Manufacturing
Not Green,110,17,Domestic,No obstcale,,No,No,Manufacturing
Not Green,15,14,Domestic,No obstcale,,No,No,Retail
Not Green,9,1,Domestic,Minor obstcale,,No,Yes,Retail
Not Green,12,18,Domestic,Minor obstcale,,No,No,Retail
Not Green,19,20,Domestic,Moderate obstcale,,No,No,Retail
Not Green,5,10,Domestic,Moderate obstcale,,No,No,Retail
Not Green,10,6,Domestic,Moderate obstcale,,No,No,Retail
Not Green,12,13,Domestic,Moderate obstcale,,No,No,Retail
Not Green,5,10,Domestic,Minor obstcale,,No,No,Retail
Not Green,7,13,Domestic,Moderate obstcale,,No,No,Retail
Not Green,16,14,Domestic,Major obstcale,,No,No,Retail
Not Green,8,10,Domestic,Moderate obstcale,,No,No,Retail
Not Green,22,10,Domestic,Moderate obstcale,,No,No,Retail
Not Green,25,20,Domestic,Major obstcale,,No,No,Retail
Not Green,46,10,Domestic,Moderate obstcale,,No,No,Retail
Not Green,31,15,Domestic,Minor obstcale,,No,No,Retail
Not Green,26,2,Domestic,Severe obstcale,,No,No,Retail
Not Green,39,17,Domestic,Minor obstcale,,No,No,Retail
Not Green,6,25,Domestic,Severe obstcale,,No,No,Retail
Not Green,29,9,Domestic,No obstcale,,No,No,Retail
Not Green,6,7,Domestic,No obstcale,,No,No,Retail
Not Green,6,39,Domestic,No obstcale,,No,No,Retail
Not Green,28,24,Domestic,Minor obstcale,,No,No,Retail
Not Green,88,19,Domestic,No obstcale,,No,No,Retail
Not Green,35,6,Domestic,Severe obstcale,,No,No,Retail
Not Green,144,4,Domestic,Moderate obstcale,,No,No,Retail
Not Green,12,37,Domestic,No obstcale,,No,No,Retail
Not Green,6,16,Domestic,No obstcale,,No,No,Retail
Not Green,128,14,Domestic,Minor obstcale,,No,No,Retail
Not Green,41,16,Domestic,Minor obstcale,,No,No,Retail
Not Green,204,17,Domestic,Minor obstcale,,No,No,Retail
Not Green,62,16,Domestic,No obstcale,,No,No,Retail
Not Green,10,10,Domestic,No obstcale,,No,No,Retail
Not Green,120,10,Domestic,Minor obstcale,,No,No,Retail
Not Green,98,18,Domestic,No obstcale,,No,No,Retail
Not Green,17,10,Domestic,No obstcale,,No,No,Food
Not Green,17,5,Domestic,No obstcale,,No,No,Manufacturing
Not Green,10,4,Domestic,No obstcale,,No,Yes,Manufacturing
Not Green,8,28,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,132,23,Domestic,No obstcale,,No,No,Manufacturing
Not Green,22,8,Foreign,No obstcale,,No,No,Manufacturing
Not Green,74,40,Foreign,Moderate obstcale,,No,No,Manufacturing
Not Green,25,5,Foreign,No obstcale,,No,No,Services
Not Green,20,2,Domestic,No obstcale,,No,No,Manufacturing
Not Green,130,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,75,20,Domestic,No obstcale,,No,No,Manufacturing
Not Green,130,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,6,2,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,8,3,Domestic,Moderate obstcale,,No,No,Construction
Not Green,220,16,Domestic,No obstcale,,No,No,Construction
Not Green,7,30,Domestic,No obstcale,,No,No,Construction
Not Green,62,18,Foreign,No obstcale,,No,Yes,Wholesale
Not Green,10,5,Domestic,Moderate obstcale,,No,No,Wholesale
Not Green,23,21,Domestic,Minor obstcale,,No,No,Retail
Not Green,10,5,Domestic,No obstcale,,No,Yes,Wholesale
Not Green,22,9,Domestic,No obstcale,,No,No,Services
Not Green,160,22,Foreign,No obstcale,,No,No,Wholesale
Not Green,250,15,Foreign,No obstcale,,No,No,Retail
Not Green,16,30,Domestic,No obstcale,,No,No,Retail
Not Green,38,23,Domestic,Minor obstcale,,No,Yes,Retail
Not Green,5,10,Domestic,Moderate obstcale,,No,No,Retail
Not Green,6,19,Domestic,Minor obstcale,,No,No,Retail
Not Green,65,20,Domestic,Moderate obstcale,,No,No,Retail
Not Green,8,10,Domestic,Moderate obstcale,,No,No,Retail
Not Green,140,35,Domestic,No obstcale,,No,No,Retail
Not Green,10,30,Domestic,No obstcale,,No,No,Wholesale
Not Green,5,40,Domestic,No obstcale,,No,No,Retail
Not Green,35,10,Foreign,No obstcale,,No,No,Services
Not Green,4,16,Domestic,Major obstcale,,No,No,Hotel and restaurants
Not Green,14,7,Domestic,No obstcale,,No,No,Services
Not Green,15,6,Domestic,No obstcale,,No,No,Wholesale
Not Green,5,16,Domestic,No obstcale,,No,No,Wholesale
Not Green,5,19,Domestic,No obstcale,,No,No,Retail
Not Green,6,8,Domestic,No obstcale,,No,No,Food
Not Green,157,32,Domestic,Moderate obstcale,,No,Yes,Garments
Not Green,12,12,Domestic,No obstcale,,No,No,Services
Not Green,14,23,Domestic,No obstcale,,No,No,Manufacturing
Not Green,7,38,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,7,22,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,4,45,Domestic,No obstcale,,No,No,Manufacturing
Not Green,14,22,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,11,15,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,10,22,Domestic,Moderate obstcale,,No,No,Retail
Not Green,39,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,13,12,Foreign,Minor obstcale,,No,No,Retail
Not Green,5,18,Domestic,Moderate obstcale,,No,No,Construction
Not Green,5,7,Domestic,Minor obstcale,,No,No,Construction
Not Green,8,26,Domestic,No obstcale,,No,No,Construction
Not Green,70,22,Domestic,Minor obstcale,,No,Yes,Services
Not Green,60,43,Domestic,No obstcale,,No,Yes,Construction
Not Green,19,20,Domestic,No obstcale,,No,No,Construction
Not Green,7,30,Domestic,No obstcale,,No,No,Construction
Not Green,5,14,Domestic,No obstcale,,No,No,Services
Not Green,5,17,Foreign,No obstcale,,No,No,Wholesale
Not Green,20,20,Domestic,Minor obstcale,,No,Yes,Retail
Not Green,10,30,Domestic,No obstcale,,No,No,Wholesale
Not Green,12,29,Domestic,Minor obstcale,,No,No,Retail
Not Green,8,21,Domestic,Minor obstcale,,No,No,Retail
Not Green,5,16,Domestic,No obstcale,,No,No,Retail
Not Green,17,15,Domestic,No obstcale,,No,No,Retail
Not Green,250,15,Foreign,Minor obstcale,,No,No,Manufacturing
Not Green,24,30,Domestic,Minor obstcale,,No,No,Construction
Not Green,10,25,Domestic,Major obstcale,,No,No,Retail
Not Green,13,30,Domestic,Moderate obstcale,,No,No,Wholesale
Not Green,74,25,Domestic,Minor obstcale,,No,Yes,Food
Not Green,5,36,Domestic,No obstcale,,No,No,Wholesale
Not Green,7,14,Domestic,Moderate obstcale,,No,No,Wholesale
Not Green,4,21,Domestic,No obstcale,,No,No,Construction
Not Green,19,25,Domestic,Minor obstcale,,No,No,Retail
Not Green,26,21,Domestic,No obstcale,,No,No,Retail
Not Green,11,12,Domestic,No obstcale,,No,Yes,Retail
Not Green,23,18,Foreign,No obstcale,,No,No,Retail
Not Green,72,11,Domestic,Minor obstcale,,No,No,Retail
Not Green,7,30,Domestic,Moderate obstcale,,No,No,Retail
Not Green,46,20,Domestic,Moderate obstcale,,No,No,Retail
Not Green,6,30,Domestic,No obstcale,,No,Yes,Retail
Not Green,2,16,Domestic,No obstcale,,No,No,Retail
Not Green,15,32,Domestic,No obstcale,,No,No,Retail
Not Green,16,40,Domestic,Moderate obstcale,,No,No,Wholesale
Not Green,10,30,Domestic,No obstcale,,No,No,Wholesale
Not Green,6,12,Domestic,No obstcale,,No,No,Hotel and restaurants
Not Green,28,25,Domestic,Moderate obstcale,,No,No,Services
Not Green,12,20,Domestic,Minor obstcale,,No,No,Retail
Not Green,18,18,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,22,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,1,27,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,6,15,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,1,6,Domestic,Moderate obstcale,,No,No,Wholesale
Not Green,25,23,Domestic,Minor obstcale,,No,No,Food
Not Green,30,23,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,16,40,Domestic,Severe obstcale,,No,No,Services
Not Green,67,7,Domestic,No obstcale,,No,No,Manufacturing
Not Green,2,4,Domestic,No obstcale,,No,No,Services
Not Green,3,16,Domestic,Minor obstcale,,No,No,Retail
Not Green,18,23,Domestic,Minor obstcale,,No,No,Retail
Not Green,16,45,Domestic,No obstcale,,No,No,Retail
Not Green,6,39,Domestic,Moderate obstcale,,No,No,Retail
Not Green,3,35,Domestic,Severe obstcale,,No,No,Retail
Not Green,11,21,Domestic,Major obstcale,,No,No,Retail
Not Green,3,20,Domestic,Moderate obstcale,,No,No,Retail
Not Green,12,43,Domestic,No obstcale,,No,Yes,Retail
Not Green,10,9,Domestic,No obstcale,,No,No,Retail
Not Green,15,25,Domestic,No obstcale,,No,No,Retail
Not Green,53,20,Domestic,Minor obstcale,,No,No,Retail
Not Green,26,26,Domestic,No obstcale,,No,No,Wholesale
Not Green,17,24,Domestic,Minor obstcale,,No,No,Retail
Not Green,155,24,Domestic,Moderate obstcale,,No,No,Wholesale
Not Green,68,16,Domestic,Moderate obstcale,,No,No,Construction
Not Green,4,17,Domestic,No obstcale,,No,No,Construction
Not Green,5,12,Domestic,Moderate obstcale,,No,No,Services
Not Green,8,25,Domestic,No obstcale,,No,No,Wholesale
Not Green,20,10,Domestic,No obstcale,,No,No,Wholesale
Not Green,3,15,Domestic,Minor obstcale,,No,No,Wholesale
Not Green,20,29,Domestic,Moderate obstcale,,No,No,Services
Not Green,1,30,Domestic,Minor obstcale,,No,No,Retail
Not Green,11,47,Domestic,Moderate obstcale,,No,No,Construction
Not Green,9,21,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,20,50,Domestic,Moderate obstcale,,No,No,Construction
Not Green,9,48,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,8,13,Domestic,Major obstcale,,No,Yes,Manufacturing
Not Green,7,30,Domestic,Major obstcale,,No,No,Food
Not Green,5,30,Domestic,Moderate obstcale,,No,Yes,Retail
Not Green,4,10,Domestic,Moderate obstcale,,No,No,Retail
Not Green,4,20,Domestic,Moderate obstcale,,No,No,Retail
Not Green,28,27,Domestic,No obstcale,,No,No,Construction
Not Green,13,50,Domestic,Moderate obstcale,,No,No,Construction
Not Green,80,36,Domestic,Minor obstcale,,No,No,Construction
Not Green,11,26,Domestic,No obstcale,,No,No,Manufacturing
Not Green,45,40,Domestic,Moderate obstcale,,No,Yes,Food
Not Green,30,24,Domestic,No obstcale,,No,No,Retail
Not Green,6,38,Domestic,No obstcale,,No,No,Retail
Not Green,4,30,Domestic,No obstcale,,No,No,Retail
Not Green,21,31,Domestic,No obstcale,,No,No,Retail
Not Green,40,10,Domestic,No obstcale,,No,No,Retail
Not Green,17,15,Domestic,No obstcale,,No,No,Construction
Not Green,15,7,Domestic,No obstcale,,No,No,Services
Not Green,10,23,Domestic,Severe obstcale,,No,No,Food
Not Green,120,15,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,26,36,Domestic,No obstcale,,No,No,Retail
Not Green,42,16,Domestic,Severe obstcale,,No,No,Retail
Not Green,8,31,Domestic,No obstcale,,No,No,Retail
Not Green,10,11,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,7,26,Domestic,No obstcale,,No,No,Services
Not Green,5,45,Domestic,No obstcale,,No,No,Services
Not Green,14,5,Domestic,No obstcale,,No,No,Retail
Not Green,5,19,Domestic,No obstcale,,No,No,Retail
Not Green,8,2,Domestic,Major obstcale,,No,No,Retail
Not Green,10,25,Domestic,Major obstcale,,No,No,Retail
Not Green,13,24,Domestic,Moderate obstcale,,No,No,Construction
Not Green,8,16,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,36,13,Domestic,Severe obstcale,,No,No,Services
Not Green,27,30,Domestic,No obstcale,,No,No,Retail
Not Green,5,22,Domestic,Minor obstcale,,No,No,Services
Not Green,45,20,Domestic,Minor obstcale,,No,Yes,Retail
Not Green,35,30,Domestic,No obstcale,,No,Yes,Wholesale
Not Green,92,10,Domestic,No obstcale,,No,No,Wholesale
Not Green,6,25,Domestic,Minor obstcale,,No,No,Retail
Not Green,30,5,Domestic,No obstcale,,No,No,Retail
